id,latitude,longitude,deities_recorded,deity_groups,families,structure,images_present,temple_name,distance_to_ganga_m,hotspot_class
1,25.260606,82.986956,Siva-Parvati,Shiva-Parvati,Shaiva,Tree,1,,294,0
2,25.259706,82.982761,"Siva,Rama family,Hanuman,Ganesh","Ganesh,Hanuman,Rama,Shiva","Ganesh,Hanuman,Shaiva,Vaishnava",Tree,20,,252,0
3,25.266572,82.998014,"Siva,Siva-Parvati,Sitla Maa,Devi,Other","Devi,Other,Shiva,Shiva-Parvati,Sitala Maa","Goddess,Other,Shaiva",Tree,6,,623,0
4,25.271564,82.988642,Siva,Shiva,Shaiva,Free-standing,1,,714,0
5,25.272954,82.986442,Siva-Parvati,Shiva-Parvati,Shaiva,Tree,2,,929,0
6,25.292615,83.00134,Ganesh,Ganesh,Ganesh,Free-standing,1,Mrtyunjaya,247,0
7,25.299802,82.999012,"Siva,Hanuman,Devi","Devi,Hanuman,Shiva","Goddess,Hanuman,Shaiva",Tree-temple,6,,312,0
8,25.300054,82.99925,__ Bir Baabaa,Bir Baba,Folk,Free-standing,1,,349,0
9,25.30016,82.99889,Ganesh,Ganesh,Ganesh,Free-standing,1,,334,0
10,25.30442,83.00719,Hanuman,Hanuman,Hanuman,Built into a wall,1,,166,3
11,25.304757,83.007329,Siva,Shiva,Shaiva,Built into a wall,3,,168,3
12,25.303584,83.006195,Siva,Shiva,Shaiva,Temple complex,1,,227,3
13,25.304616,83.007743,Siva,Shiva,Shaiva,Built into a wall,6,,123,3
14,25.304852,83.007933,"__ Bir Baabaa,Ganesh","Bir Baba,Ganesh","Folk,Ganesh",Built into a wall,2,,118,3
15,25.305934,83.008837,Siva,Shiva,Shaiva,Built into a wall,2,,115,3
16,25.306411,83.008725,Siva,Shiva,Shaiva,Built into a wall,4,,154,3
17,25.306365,83.008809,Ganesh,Ganesh,Ganesh,Built into a wall,5,,144,3
18,25.306932,83.009491,"Hanuman,Devi,Siva,Siva-Parvati","Devi,Hanuman,Shiva,Shiva-Parvati","Goddess,Hanuman,Shaiva",Free-standing,4,,113,3
19,25.306734,83.009524,Siva,Shiva,Shaiva,Built into a wall,7,,101,3
20,25.306827,83.009471,Siva,Shiva,Shaiva,Built into a wall,3,,111,3
21,25.306767,83.009325,Siva,Shiva,Shaiva,Built into a wall,1,,120,3
22,25.306716,83.009093,Hanuman,Hanuman,Hanuman,Built into a wall,1,,138,3
23,25.306812,83.008964,Siva,Shiva,Shaiva,Free-standing,1,,154,3
24,25.306704,83.008936,Siva,Shiva,Shaiva,Free-standing,1,,151,3
25,25.306643,83.008893,Siva,Shiva,Shaiva,Free-standing,1,,151,3
26,25.306782,83.009155,Siva,Shiva,Shaiva,Built into a wall,1,,136,3
27,25.306518,83.00922,"Siva-Parvati,Siva","Shiva,Shiva-Parvati",Shaiva,Built-around,4,,116,3
28,25.30659,83.009141,Siva,Shiva,Shaiva,Free-standing,0,,127,3
29,25.306338,83.009223,Siva,Shiva,Shaiva,Built into a wall,1,,106,3
30,25.306257,83.009435,Siva,Shiva,Shaiva,Built into a wall,1,,83,3
31,25.306415,83.009408,Siva,Shiva,Shaiva,Built into a wall,1,,94,3
32,25.306205,83.008591,Siva,Shiva,Shaiva,Built into a wall,1,,153,3
33,25.306565,83.007951,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Built into a wall,5,,228,3
34,25.306579,83.007633,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Built-around,2,,251,3
35,25.305497,83.006981,"Hanuman,Siva","Hanuman,Shiva","Hanuman,Shaiva",Built into a wall,2,,237,3
36,25.305145,83.007036,Siva,Shiva,Shaiva,Built-around,3,,213,3
37,25.30523,83.00715,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Built-around,3,,207,3
38,25.305061,83.006749,Ganesh,Ganesh,Ganesh,Built-around,1,,235,3
39,25.305609,83.007505,Siva,Shiva,Shaiva,Free-standing,5,,199,3
40,25.305444,83.007601,Siva,Shiva,Shaiva,Free-standing,3,,181,3
41,25.305487,83.007565,Hanuman,Hanuman,Hanuman,Built into a wall,1,,187,3
42,25.305432,83.007813,Siva,Shiva,Shaiva,Built-around,1,,162,3
43,25.305325,83.007645,Ganesh,Ganesh,Ganesh,Built into a wall,1,,170,3
44,25.305446,83.007831,Siva,Shiva,Shaiva,Built-around,2,,161,3
45,25.305391,83.008512,Siva,Shiva,Shaiva,Free-standing,2,,100,3
46,25.305419,83.008559,"Ganesh,Siva","Ganesh,Shiva","Ganesh,Shaiva",Free-standing,4,,98,3
47,25.306011,83.009153,Siva,Shiva,Shaiva,Free-standing,1,,94,3
48,25.306974,83.009229,Siva,Shiva,Shaiva,Free-standing,1,,140,3
49,25.307152,83.009232,Siva,Shiva,Shaiva,Free-standing,2,,146,3
50,25.307464,83.009343,"Siva,Devi,__ Bir Baabaa,Ganesh","Bir Baba,Devi,Ganesh,Shiva","Folk,Ganesh,Goddess,Shaiva","Free-standing,Tree",5,,152,3
51,25.307236,83.009504,Siva,Shiva,Shaiva,Free-standing,2,,125,3
52,25.307421,83.009603,Siva,Shiva,Shaiva,"Free-standing,Tree-temple",7,,127,3
53,25.271064,82.969449,Ganesh,Ganesh,Ganesh,Free-standing,1,,35,0
54,25.27005,82.96973,Siva,Shiva,Shaiva,Tree,1,,146,0
55,25.271211,82.977442,Siva,Shiva,Shaiva,Free-standing,1,,298,0
56,25.270547,82.977689,Other,Other,Other,Tree,0,,372,0
57,25.271207,82.976358,Hanuman,Hanuman,Hanuman,Tree,1,,229,0
58,25.271255,82.97642,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Free-standing,2,,228,0
59,25.30721,83.008859,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Built-around,2,,184,3
60,25.307189,83.008776,Siva,Shiva,Shaiva,Built-around,2,,191,3
61,25.307021,83.008503,Siva,Shiva,Shaiva,Free-standing,1,,206,3
62,25.306992,83.008476,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva","Free-standing,Built-around",2,,207,3
63,25.306907,83.008369,Siva,Shiva,Shaiva,Free-standing,1,,212,3
64,25.307109,83.007406,Hanuman,Hanuman,Hanuman,Free-standing,2,,307,3
65,25.30666,83.007605,Siva,Shiva,Shaiva,Built into a wall,1,,260,3
66,25.306442,83.007685,"Siva,__ Bir Baabaa,Ganesh","Bir Baba,Ganesh,Shiva","Folk,Ganesh,Shaiva",Free-standing,10,,238,3
67,25.306545,83.007434,"__ Bir Baabaa,Siva","Bir Baba,Shiva","Folk,Shaiva",Built-around,3,,264,3
68,25.306733,83.007278,Siva,Shiva,Shaiva,"Built into a wall,Built-around",3,,290,3
69,25.306669,83.007052,"Siva,__ Bir Baabaa,Ganesh","Bir Baba,Ganesh,Shiva","Folk,Ganesh,Shaiva",Built into a wall,5,,302,3
70,25.307364,83.007017,"Siva-Parvati,Siva,__ Bir Baabaa","Bir Baba,Shiva,Shiva-Parvati","Folk,Shaiva",Built-around,5,,355,3
71,25.307214,83.007302,Siva,Shiva,Shaiva,Free-standing,3,,322,3
72,25.308074,83.007703,Siva,Shiva,Shaiva,Built into a wall,1,,329,3
73,25.308883,83.007172,"Rama family,Rama-Sita",Rama,Vaishnava,,5,,420,3
74,25.3085,83.008568,Siva,Shiva,Shaiva,Built-around,5,,278,3
75,25.308081,83.008272,"Siva,__ Bir Baabaa","Bir Baba,Shiva","Folk,Shaiva",Built-around,7,,280,3
76,25.308495,83.00901,Siva,Shiva,Shaiva,"Free-standing,Built-around",2,,240,3
77,25.308338,83.009271,"Siva,__ Bir Baabaa","Bir Baba,Shiva","Folk,Shaiva",Built-around,6,,208,3
78,25.308303,83.009399,Siva,Shiva,Shaiva,Built into a wall,2,,195,3
79,25.308556,83.009299,"Ganesh,Siva","Ganesh,Shiva","Ganesh,Shaiva",Built into a wall,3,,218,3
80,25.308467,83.00962,"Siva,__ Bir Baabaa","Bir Baba,Shiva","Folk,Shaiva",Free-standing,5,,185,3
81,25.308574,83.008987,Siva,Shiva,Shaiva,"Built into a wall,Built-around",6,,246,3
82,25.308591,83.009028,Siva,Shiva,Shaiva,Built into a wall,7,,243,3
83,25.308652,83.007726,Siva,Shiva,Shaiva,,3,,359,3
84,25.308706,83.007741,Siva,Shiva,Shaiva,,5,,361,3
85,25.307981,83.008059,Ganesh,Ganesh,Ganesh,Built into a wall,1,,293,3
86,25.307462,83.008258,Siva,Shiva,Shaiva,Free-standing,1,,250,3
87,25.307365,83.008985,Siva,Shiva,Shaiva,Free-standing,1,,178,3
88,25.308051,83.009425,Ganesh,Ganesh,Ganesh,Built-around,1,,178,3
89,25.307789,83.009651,Siva,Shiva,Shaiva,Free-standing,6,,144,3
90,25.295853,83.001196,"Ganesh,Hanuman","Ganesh,Hanuman","Ganesh,Hanuman",Tree-temple,0,,193,0
91,25.289082,83.001467,Sitla Maa,Sitala Maa,Goddess,Tree-temple,1,,75,0
92,25.301285,82.997314,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Free-standing,6,,330,0
93,25.300557,82.998401,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Free-standing,1,,339,0
94,25.300567,82.998595,"Siva,Siva family","Shiva,Shiva family",Shaiva,Built-around,2,,352,0
95,25.296946,82.993532,__ Bir Baabaa,Bir Baba,Folk,Tree,1,,0,0
96,25.297022,82.993614,Ganesh,Ganesh,Ganesh,Tree,1,,0,0
97,25.296741,82.993668,Sitla Maa,Sitala Maa,Goddess,Free-standing,1,,7,0
98,25.296717,82.993697,Siva,Shiva,Shaiva,Free-standing,0,Zrii zankukarnesvar,10,0
99,25.291782,83.003891,Siva-Parvati,Shiva-Parvati,Shaiva,Built into a wall,2,,18,0
100,25.294129,83.006359,Siva,Shiva,Shaiva,Built into a wall,4,,87,0
101,25.30389,83.008331,Hanuman,Hanuman,Hanuman,Free-standing,1,Mahavir Akhara,38,3
102,25.304328,83.009209,Siva family,Shiva family,Shaiva,Built into a wall,3,,0,3
103,25.304563,83.00884,Siva,Shiva,Shaiva,Built into a wall,1,,23,3
104,25.304469,83.00892,Siva family,Shiva family,Shaiva,Built into a wall,4,,11,3
105,25.304432,83.009065,Siva,Shiva,Shaiva,Built into a wall,2,,0,3
106,25.304422,83.009119,Siva,Shiva,Shaiva,Built into a wall,2,,0,3
107,25.304422,83.009119,Siva,Shiva,Shaiva,Built into a wall,3,,0,3
108,25.30363,83.009584,Siva,Shiva,Shaiva,Temple complex,1,,0,0
109,25.304575,83.008428,Hanuman,Hanuman,Hanuman,Temple complex,1,,59,3
110,25.304573,83.008409,Siva,Shiva,Shaiva,Built into a wall,3,,61,3
111,25.304557,83.008504,Hanuman,Hanuman,Hanuman,Built into a wall,1,,52,3
112,25.304543,83.008584,Siva,Shiva,Shaiva,Built into a wall,1,,44,3
113,25.302511,83.009948,Siva,Shiva,Shaiva,,0,,0,0
114,25.303711,83.008359,Siva,Shiva,Shaiva,Built into a wall,2,,29,3
115,25.303765,83.008324,Siva-Parvati,Shiva-Parvati,Shaiva,Built into a wall,2,,34,3
116,25.303562,83.007256,Other,Other,Other,Free-standing,0,,127,3
117,25.302995,83.007729,Siva family,Shiva family,Shaiva,Built into a wall,5,,60,3
118,25.302769,83.007701,Siva-Parvati,Shiva-Parvati,Shaiva,Tree-temple,5,,54,3
119,25.30247,83.00771,Siva family,Shiva family,Shaiva,Built into a wall,2,,45,3
120,25.30219,83.007731,Siva-Parvati,Shiva-Parvati,Shaiva,Built into a wall,2,,27,3
121,25.302226,83.007738,"Siva-Parvati,Hanuman","Hanuman,Shiva-Parvati","Hanuman,Shaiva",Free-standing,4,,28,3
122,25.302214,83.007703,"Siva-Parvati,Krishna","Krishna,Shiva-Parvati","Shaiva,Vaishnava",,7,,30,3
123,25.302524,83.007246,"Hanuman,Siva family,Siva-Parvati","Hanuman,Shiva family,Shiva-Parvati","Hanuman,Shaiva",Built into a wall,2,,87,3
124,25.302463,83.007128,"Siva-Parvati,Other","Other,Shiva-Parvati","Other,Shaiva",Free-standing,3,,95,3
125,25.302367,83.007081,Siva-Parvati,Shiva-Parvati,Shaiva,Free-standing,0,,95,3
126,25.302188,83.007102,"Siva-Parvati,Hanuman,Ganesh,__ Maa","Ganesh,Hanuman,Local Maa,Shiva-Parvati","Ganesh,Goddess,Hanuman,Shaiva",Built into a wall,0,,87,3
127,25.301968,83.007131,"Siva-Parvati,Siva family","Shiva family,Shiva-Parvati",Shaiva,Free-standing,4,,80,3
128,25.301913,83.007585,"Siva-Parvati,Hanuman","Hanuman,Shiva-Parvati","Hanuman,Shaiva",Free-standing,3,,34,3
129,25.30146,83.007714,"Ganesh,Siva family","Ganesh,Shiva family","Ganesh,Shaiva",Built into a wall,3,,16,3
130,25.301511,83.006965,Devi,Devi,Goddess,Free-standing,2,,91,3
131,25.301375,83.006981,"Siva-Parvati,Siva family,Rama-Sita,Ganesh,Hanuman","Ganesh,Hanuman,Rama,Shiva family,Shiva-Parvati","Ganesh,Hanuman,Shaiva,Vaishnava",Free-standing,6,,88,3
132,25.301423,83.007016,"Siva-Parvati,Siva family","Shiva family,Shiva-Parvati",Shaiva,Built into a wall,3,,85,3
133,25.300141,83.006939,Siva-Parvati,Shiva-Parvati,Shaiva,Built into a wall,2,,80,3
134,25.299946,83.007064,"Siva-Parvati,Siva family","Shiva family,Shiva-Parvati",Shaiva,Free-standing,0,,69,3
135,25.29931,83.006766,"Siva-Parvati,Siva family,RAMA,Hanuman","Hanuman,Rama,Shiva family,Shiva-Parvati","Hanuman,Shaiva,Vaishnava",Free-standing,50,,85,3
136,25.299155,83.006792,"Siva-Parvati,Siva,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,3,Nageshwar mahadev,78,3
137,25.299284,83.007293,"Hanuman,Siva-Parvati","Hanuman,Shiva-Parvati","Hanuman,Shaiva",Free-standing,3,,33,3
138,25.299725,83.007552,Siva-Parvati,Shiva-Parvati,Shaiva,Free-standing,3,,21,3
139,25.300193,83.006795,Devi,Devi,Goddess,Built into a wall,3,,94,3
140,25.300314,83.00716,Hanuman,Hanuman,Hanuman,Free-standing,5,,58,3
141,25.300359,83.00711,"Siva-Parvati,Siva,Devi","Devi,Shiva,Shiva-Parvati","Goddess,Shaiva",Built into a wall,0,,64,3
142,25.300482,83.007351,Siva-Parvati,Shiva-Parvati,Shaiva,Free-standing,0,,41,3
143,25.300446,83.00744,Siva-Parvati,Shiva-Parvati,Shaiva,Built into a wall,0,,32,3
144,25.301433,83.007625,"Siva family,Siva-Parvati","Shiva family,Shiva-Parvati",Shaiva,Free-standing,3,,24,3
145,25.303738,83.008334,"Siva-Parvati,Hanuman","Hanuman,Shiva-Parvati","Hanuman,Shaiva",Free-standing,0,,32,3
146,25.305409,83.009562,"Siva,Siva-Parvati,Siva family,Hanuman","Hanuman,Shiva,Shiva family,Shiva-Parvati","Hanuman,Shaiva",Free-standing,3,,22,3
147,25.307209,83.010114,"Hanuman,Sitla Maa,Rama family,Rama-Sita","Hanuman,Rama,Sitala Maa","Goddess,Hanuman,Vaishnava",Free-standing,6,,71,3
148,25.27002,82.982737,"Siva,Siva-Parvati,Hanuman","Hanuman,Shiva,Shiva-Parvati","Hanuman,Shaiva",Tree,3,,708,0
149,25.270366,82.982681,Siva-Parvati,Shiva-Parvati,Shaiva,Free-standing,2,,680,0
150,25.270301,82.982223,"Ganesh,Hanuman","Ganesh,Hanuman","Ganesh,Hanuman",Tree,2,,648,0
151,25.271893,82.979399,Siva,Shiva,Shaiva,Free-standing,1,,317,0
152,25.271934,82.979369,Other,Other,Other,"Tree,Tree-temple",1,,311,0
153,25.271933,82.979596,"Siva family,Rama family,Ganesh,Hanuman","Ganesh,Hanuman,Rama,Shiva family","Ganesh,Hanuman,Shaiva,Vaishnava",Tree-temple,5,,328,0
154,25.271934,82.979716,Hanuman,Hanuman,Hanuman,Free-standing,1,,337,0
155,25.273473,82.981316,Siva,Shiva,Shaiva,Free-standing,1,,411,0
156,25.273821,82.981677,Siva,Shiva,Shaiva,Tree-temple,1,,440,0
157,25.273873,82.981756,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Free-standing,2,,447,0
158,25.273844,82.981697,"Siva,Hanuman,Ganesh","Ganesh,Hanuman,Shiva","Ganesh,Hanuman,Shaiva",Free-standing,3,,441,0
159,25.273711,82.982082,Siva-Parvati,Shiva-Parvati,Shaiva,Free-standing,3,,482,0
160,25.27382,82.982155,Siva-Parvati,Shiva-Parvati,Shaiva,Tree-temple,2,,488,0
161,25.273853,82.982078,Siva,Shiva,Shaiva,Free-standing,1,,479,0
162,25.273674,82.982358,Siva,Shiva,Shaiva,Free-standing,1,,510,0
163,25.292986,82.995438,"Rama-Sita,Rama family",Rama,Vaishnava,Free-standing,9,,439,0
164,25.292775,82.995481,Siva,Shiva,Shaiva,Tree-temple,9,,461,0
165,25.296568,82.993297,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva","Built into a wall,Built-around",3,,12,0
166,25.296563,82.993237,Siva,Shiva,Shaiva,Free-standing,1,,12,0
167,25.296658,82.993224,"Siva,Hanuman,Ganesh","Ganesh,Hanuman,Shiva","Ganesh,Hanuman,Shaiva",Free-standing,6,,2,0
168,25.296615,82.993125,"Siva,Devi","Devi,Shiva","Goddess,Shaiva",Free-standing,6,Sri Maa lakshmi Jii kaa mandir,7,0
169,25.29675,82.992833,Ganesh,Ganesh,Ganesh,Tree-temple,1,,21,0
170,25.296769,82.992859,Devi,Devi,Goddess,Free-standing,1,,18,0
171,25.296753,82.992804,Ganesh,Ganesh,Ganesh,Tree-temple,1,,24,0
172,25.289189,82.985148,Other,Other,Other,Temple complex,1,,52,0
173,25.289133,82.98514,Hanuman,Hanuman,Hanuman,"Built into a wall,Temple complex",1,,46,0
174,25.28909,82.985112,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva","Tree,Temple complex",2,,41,0
175,25.285023,82.968713,Other,Other,Other,Free-standing,1,,366,0
176,25.28639,82.968755,"Siva,Siva-Parvati,Hanuman","Hanuman,Shiva,Shiva-Parvati","Hanuman,Shaiva","Free-standing,Temple complex,Tree,Tree-temple",3,,517,0
177,25.28676,82.975681,Siva,Shiva,Shaiva,Free-standing,1,,908,0
178,25.286007,82.975127,Other,Other,Other,Tree-temple,1,,813,0
179,25.284505,82.979958,"Siva family,Hanuman,Other","Hanuman,Other,Shiva family","Hanuman,Other,Shaiva",Free-standing,5,,612,0
180,25.299221,82.993433,Devi,Devi,Goddess,Tree,1,,51,0
181,25.293397,82.970593,Hanuman,Hanuman,Hanuman,Free-standing,1,,474,0
182,25.293974,82.970881,Siva,Shiva,Shaiva,Tree-temple,1,,489,0
183,25.288818,82.98525,Other,Other,Other,Tree,1,,11,0
184,25.288943,82.985332,Siva family,Shiva family,Shaiva,"Tree,Temple complex",7,,25,0
185,25.28774,82.982593,Siva family,Shiva family,Shaiva,Free-standing,10,,234,0
186,25.287553,82.982039,"Siva,Rama family,Ganesh","Ganesh,Rama,Shiva","Ganesh,Shaiva,Vaishnava",Free-standing,8,,290,0
187,25.287553,82.982039,"Hanuman,Ganesh","Ganesh,Hanuman","Ganesh,Hanuman",Tree,26,,290,0
188,25.287177,82.98217,"Hanuman,Ganesh","Ganesh,Hanuman","Ganesh,Hanuman",Tree,26,,282,0
189,25.280469,82.986396,Hanuman,Hanuman,Hanuman,Free-standing,1,,806,0
190,25.305981,83.005974,Hanuman,Hanuman,Hanuman,"Tree,Free-standing",1,,351,3
191,25.306548,83.006619,Siva,Shiva,Shaiva,,6,,330,3
192,25.306301,83.006903,Hanuman,Hanuman,Hanuman,Built-around,2,,291,3
193,25.306289,83.006992,Siva,Shiva,Shaiva,Free-standing,1,,283,3
194,25.30595,83.006531,Siva,Shiva,Shaiva,Tree,6,,302,3
195,25.307309,83.010154,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Free-standing,4,,73,3
196,25.307726,83.010043,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva","Built-around,Tree-temple",5,,106,3
197,25.30784,83.010048,Siva,Shiva,Shaiva,Free-standing,2,,113,3
198,25.308728,83.010461,Siva,Shiva,Shaiva,Built into a wall,3,,128,3
199,25.308703,83.010091,Siva,Shiva,Shaiva,Built into a wall,6,,158,3
200,25.308862,83.009619,"Hanuman,Siva","Hanuman,Shiva","Hanuman,Shaiva",Built-around,3,,208,3
201,25.309188,83.009395,Siva,Shiva,Shaiva,Built-around,10,,246,3
202,25.309349,83.008893,Siva,Shiva,Shaiva,Built-around,10,,298,3
203,25.309548,83.008764,"Siva,Siva family","Shiva,Shiva family",Shaiva,Free-standing,4,,321,3
204,25.309511,83.008811,Siva,Shiva,Shaiva,,5,,314,3
205,25.309566,83.008441,"Siva,Ganesh,__ Bir Baabaa","Bir Baba,Ganesh,Shiva","Folk,Ganesh,Shaiva",Built-around,6,,350,3
206,25.309264,83.008088,Siva,Shiva,Shaiva,Built-around,1,,363,3
207,25.309138,83.008197,"Hanuman,Siva","Hanuman,Shiva","Hanuman,Shaiva","Free-standing,Tree-temple",5,,346,3
208,25.309258,83.007914,Siva,Shiva,Shaiva,Built-around,1,,378,3
209,25.309457,83.007676,Siva,Shiva,Shaiva,Built-around,3,,410,3
210,25.310111,83.007696,Siva,Shiva,Shaiva,Built-around,0,,445,3
211,25.309881,83.008108,Siva,Shiva,Shaiva,Built-around,2,,396,3
212,25.308804,83.009697,"Ganesh,Siva","Ganesh,Shiva","Ganesh,Shaiva",Built-around,5,,198,3
213,25.309778,83.009346,Rama family,Rama,Vaishnava,Built-around,8,,288,3
214,25.309868,83.009456,Siva,Shiva,Shaiva,Temple complex,1,,287,3
215,25.310121,83.009469,Ganesh,Ganesh,Ganesh,Built-around,1,,306,3
216,25.305601,83.006204,"Siva-Parvati,Siva,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,3,,310,3
217,25.306111,83.006119,Devi,Devi,Goddess,Built into a wall,2,,347,3
218,25.306429,83.005964,"Siva-Parvati,Siva,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,5,,379,3
219,25.306134,83.006771,Ganesh,Ganesh,Ganesh,Built into a wall,1,,292,3
220,25.306615,83.006622,"Siva-Parvati,Siva","Shiva,Shiva-Parvati",Shaiva,Built into a wall,2,,334,3
221,25.307033,83.006298,"Hanuman,Devi,Siva,Siva-Parvati","Devi,Hanuman,Shiva,Shiva-Parvati","Goddess,Hanuman,Shaiva",Tree-temple,4,,387,3
222,25.306899,83.006466,__ Bir Baabaa,Bir Baba,Folk,Free-standing,1,Virbaba,365,3
223,25.307291,83.006853,"Siva-Parvati,Siva","Shiva,Shiva-Parvati",Shaiva,Free-standing,0,,363,3
224,25.30793,83.00695,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,0,,392,3
225,25.308598,83.007009,Hanuman,Hanuman,Hanuman,Built into a wall,2,,418,3
226,25.308797,83.007159,"Rama-Sita,Rama family",Rama,Vaishnava,Free-standing,6,Shrri ram mandir,417,3
227,25.308107,83.007339,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,5,Agates hear mahadev,363,3
228,25.308062,83.007538,Siva-Parvati,Shiva-Parvati,Shaiva,Built into a wall,0,,343,3
229,25.308184,83.008255,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,287,3
230,25.308478,83.008472,"Siva-Parvati,Siva","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,285,3
231,25.308679,83.008893,"Devi,__ Maa","Devi,Local Maa",Goddess,Built into a wall,3,,260,3
232,25.307975,83.01051,"Siva-Parvati,Siva family","Shiva family,Shiva-Parvati",Shaiva,Free-standing,3,,80,3
233,25.308143,83.010468,"Rama-Sita,RAMA",Rama,Vaishnava,Built into a wall,4,Sita ram temple,94,3
234,25.30815,83.010735,"Siva,Siva-Parvati,Hanuman","Hanuman,Shiva,Shiva-Parvati","Hanuman,Shaiva",Tree,5,,71,3
235,25.308052,83.0109,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Built into a wall,0,,51,3
236,25.308032,83.011065,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,36,3
237,25.307939,83.011074,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,29,3
238,25.307988,83.011118,"Siva-Parvati,Siva,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,29,3
239,25.307984,83.011098,"Siva-Parvati,Siva,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,4,,30,3
240,25.3081,83.010959,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,49,3
241,25.308319,83.011119,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,48,3
242,25.308293,83.011088,"Hanuman,Sitla Maa,__ Maa,Devi","Devi,Hanuman,Local Maa,Sitala Maa","Goddess,Hanuman",Free-standing,5,,48,3
243,25.308169,83.011006,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,48,3
244,25.308256,83.011135,Siva,Shiva,Shaiva,Built into a wall,1,,42,3
245,25.308259,83.011206,Hanuman,Hanuman,Hanuman,Built into a wall,1,,37,3
246,25.308562,83.011491,"__ Maa,Devi","Devi,Local Maa",Goddess,"Tree,Tree-temple",0,Varahi Devi shaktipeeth mandir,39,3
247,25.308684,83.011343,__ Bir Baabaa,Bir Baba,Folk,Built into a wall,1,Virbaba,59,3
248,25.308631,83.011394,Other,Other,Other,Built into a wall,0,,52,3
249,25.308584,83.011498,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,"Tree-temple,Free-standing",2,,40,3
250,25.308822,83.012004,Hanuman,Hanuman,Hanuman,Free-standing,2,Hanuman mandir,26,3
251,25.308934,83.011928,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Built into a wall,4,,40,3
252,25.308837,83.011998,Siva-Parvati,Shiva-Parvati,Shaiva,Built into a wall,2,,27,3
253,25.309241,83.012043,"Siva-Parvati,Siva family","Shiva family,Shiva-Parvati",Shaiva,Built into a wall,2,,54,3
254,25.309057,83.011871,Siva,Shiva,Shaiva,Built into a wall,0,,53,3
255,25.308956,83.011824,Siva,Shiva,Shaiva,Built into a wall,0,,49,3
256,25.309037,83.011824,Siva,Shiva,Shaiva,Built into a wall,0,,55,3
257,25.309098,83.01185,Siva,Shiva,Shaiva,Built into a wall,0,,58,3
258,25.30964,83.011766,Hanuman,Hanuman,Hanuman,Free-standing,4,,104,3
259,25.30964,83.011808,"Siva,__ Bir Baabaa","Bir Baba,Shiva","Folk,Shaiva",,0,,101,3
260,25.309991,83.01196,Devi,Devi,Goddess,Free-standing,4,,116,3
261,25.29319,82.976061,"Hanuman,Siva","Hanuman,Shiva","Hanuman,Shaiva","Free-standing,Tree-temple",2,,541,0
262,25.293185,82.980608,Other,Other,Other,Tree-temple,1,,267,0
263,25.293238,82.981143,Siva-Parvati,Shiva-Parvati,Shaiva,Free-standing,2,,258,0
264,25.298316,82.984722,Siva family,Shiva family,Shaiva,Tree-temple,4,,89,0
265,25.298816,82.98475,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Free-standing,2,,91,0
266,25.299465,82.983857,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Built into a wall,2,,46,0
267,25.299024,82.98158,Other,Other,Other,Free-standing,1,,139,0
